Name,Publisher,Platform,Genre,Release_Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
The Legend of Heroes VII: The Trail of Blue,Falcom Corporation,PSP,Role-Playing,2011.0,0.0,0.0,0.2,0.0
The Legend of Heroes VII: The Trail of Blue,Nihon Falcom Corporation,PSV,Role-Playing,2014.0,0.0,0.0,0.06,0.0
The Legend of Heroes VII: The Trail of Zero,Falcom Corporation,PSP,Role-Playing,2010.0,0.0,0.0,0.16,0.0
The Legend of Heroes VII: The Trail of Zero,Falcom Corporation,PSV,Role-Playing,2012.0,0.0,0.0,0.07,0.0
The Legend of Heroes: A Tear of Vermillion,Namco Bandai Games,PSP,Role-Playing,2005.0,0.08,0.0,0.0,0.01
The Legend of Heroes: Trails in the Sky First Chapter,Falcom Corporation,PS3,Role-Playing,2012.0,0.0,0.0,0.04,0.0
The Legend of Heroes: Trails in the Sky First Chapter,Ghostlight,PSP,Role-Playing,2006.0,0.1,0.03,0.06,0.03
The Legend of Heroes: Trails in the Sky First Chapter,Kadokawa Shoten,PSV,Role-Playing,2015.0,0.0,0.0,0.07,0.0
The Legend of Heroes: Trails in the Sky SC Evolution,Kadokawa Games,PSV,Role-Playing,2015.0,0.0,0.0,0.03,0.0
The Legend of Heroes: Trails in the Sky Second Chapter,Falcom Corporation,PS3,Role-Playing,2013.0,0.0,0.0,0.02,0.0
The Legend of Heroes: Trails in the Sky Second Chapter,Falcom Corporation,PSP,Role-Playing,2007.0,0.0,0.0,0.06,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,Falcom Corporation,PS3,Role-Playing,2013.0,0.0,0.0,0.01,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,Falcom Corporation,PSP,Role-Playing,2008.0,0.0,0.0,0.07,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,Nihon Falcom Corporation,PSV,Role-Playing,2016.0,0.0,0.0,0.02,0.0
The Legend of Heroes: Trails of Cold Steel,Nippon Ichi Software,PS3,Role-Playing,2013.0,0.05,0.02,0.12,0.01
The Legend of Heroes: Trails of Cold Steel,Nippon Ichi Software,PSV,Role-Playing,2013.0,0.05,0.02,0.14,0.02
The Legend of Heroes: Trails of Cold Steel II,Nippon Ichi Software,PS3,Role-Playing,2014.0,0.02,0.02,0.11,0.01
The Legend of Heroes: Trails of Cold Steel II,Nippon Ichi Software,PSV,Role-Playing,2014.0,0.02,0.02,0.13,0.01
The Legend of Kage 2,Square Enix,DS,Action,2008.0,0.07,0.0,0.0,0.0
The Legend of Korra (3DS),Activision,3DS,Strategy,2014.0,0.02,0.0,0.0,0.0
The Legend of Legacy,FuRyu,3DS,Role-Playing,2015.0,0.12,0.01,0.1,0.02
The Legend of Spyro: A New Beginning,Vivendi Games,DS,Platform,2006.0,0.33,0.01,0.0,0.03
The Legend of Spyro: A New Beginning,Vivendi Games,GC,Platform,2006.0,0.15,0.04,0.0,0.01
The Legend of Spyro: Dawn of the Dragon,Vivendi Games,DS,Platform,2008.0,0.26,0.15,0.0,0.05
The Legend of Spyro: Dawn of the Dragon,Vivendi Games,PS2,Platform,2008.0,0.12,0.01,0.0,0.27
The Legend of Spyro: Dawn of the Dragon,Vivendi Games,PS3,Platform,2008.0,0.19,0.18,0.0,0.07
The Legend of Spyro: Dawn of the Dragon,Vivendi Games,Wii,Platform,2008.0,0.34,0.17,0.0,0.05
The Legend of Spyro: Dawn of the Dragon,Vivendi Games,X360,Platform,2008.0,0.16,0.12,0.0,0.03
The Legend of Spyro: The Eternal Night,Vivendi Games,DS,Platform,2007.0,0.32,0.02,0.0,0.03
The Legend of Spyro: The Eternal Night,Vivendi Games,PS2,Platform,2007.0,0.21,0.16,0.0,0.05
The Legend of Spyro: The Eternal Night,Vivendi Games,Wii,Platform,2007.0,0.18,0.02,0.0,0.02
The Legend of Zelda,Nintendo,NES,Action,1986.0,3.74,0.93,1.69,0.14
The Legend of Zelda: A Link Between Worlds,Nintendo,3DS,Action,2013.0,1.4,1.01,0.46,0.23
The Legend of Zelda: A Link to the Past,Nintendo,GBA,Action,2002.0,1.75,0.52,0.33,0.1
The Legend of Zelda: A Link to the Past,Nintendo,SNES,Action,1991.0,2.42,0.91,1.15,0.13
The Legend of Zelda: Four Swords Adventures,Nintendo,GC,Action,2004.0,0.63,0.16,0.0,0.02
The Legend of Zelda: Link's Awakening,Nintendo,GB,Action,1992.0,2.21,0.96,0.54,0.13
The Legend of Zelda: Link's Awakening DX,Nintendo,GB,Adventure,1998.0,1.0,0.63,0.45,0.13
The Legend of Zelda: Majora's Mask,Nintendo,N64,Action,2000.0,1.9,0.67,0.73,0.06
The Legend of Zelda: Majora's Mask 3D,Nintendo,3DS,Action,2015.0,1.15,0.55,0.47,0.17
The Legend of Zelda: Ocarina of Time,Nintendo,3DS,Action,2011.0,2.09,1.31,0.62,0.31
The Legend of Zelda: Ocarina of Time,Nintendo,N64,Action,1998.0,4.1,1.89,1.45,0.16
The Legend of Zelda: Oracle of Ages,Nintendo,GB,Action,2001.0,0.92,0.53,0.41,0.06
The Legend of Zelda: Oracle of Seasons,Nintendo,GB,Adventure,2001.0,0.87,0.52,0.41,0.06
The Legend of Zelda: Phantom Hourglass,Nintendo,DS,Action,2007.0,1.85,1.8,0.95,0.48
The Legend of Zelda: Skyward Sword,Nintendo,Wii,Action,2011.0,2.03,1.16,0.37,0.38
The Legend of Zelda: Spirit Tracks,Nintendo,DS,Action,2009.0,1.4,0.91,0.74,0.26
The Legend of Zelda: The Minish Cap,Nintendo,GBA,Action,2004.0,0.89,0.22,0.22,0.1
The Legend of Zelda: The Wind Waker,Nintendo,GC,Action,2002.0,2.6,0.99,0.89,0.13
The Legend of Zelda: The Wind Waker,Nintendo,WiiU,Action,2013.0,0.92,0.6,0.14,0.14
The Legend of Zelda: Tri Force Heroes,Nintendo,3DS,Action,2015.0,0.53,0.33,0.17,0.08
The Legend of Zelda: Twilight Princess,Nintendo,GC,Action,2006.0,1.15,0.36,0.04,0.04
The Legend of Zelda: Twilight Princess,Nintendo,Wii,Action,2006.0,3.74,2.14,0.6,0.68
The Legend of Zelda: Twilight Princess HD,Nintendo,WiiU,Action,2016.0,0.56,0.3,0.08,0.09
The Legend of the Mystical Ninja,Konami Digital Entertainment,SNES,Adventure,1991.0,0.0,0.0,0.48,0.0
The Legendary Starfy,Nintendo,DS,Platform,2008.0,0.6,0.0,0.2,0.05
The Longest Journey,Empire Interactive,PC,Adventure,1999.0,0.0,0.01,0.0,0.0
The Lord of the Rings Online: Mines of Moria,Codemasters Online,PC,Role-Playing,2008.0,0.0,0.02,0.0,0.0
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,DS,Action,2010.0,0.09,0.02,0.0,0.01
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,PS2,Action,2010.0,0.03,0.02,0.0,0.01
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,PS3,Action,2010.0,0.1,0.04,0.0,0.02
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,PSP,Action,2010.0,0.07,0.02,0.0,0.02
The Lord of the Rings: Aragorn's Quest,Warner Bros. Interactive Entertainment,Wii,Action,2010.0,0.17,0.05,0.0,0.02
The Lord of the Rings: Conquest,Electronic Arts,DS,Action,2009.0,0.09,0.01,0.0,0.01
The Lord of the Rings: Conquest,Electronic Arts,PC,Action,2009.0,0.0,0.02,0.0,0.0
The Lord of the Rings: Conquest,Electronic Arts,PS3,Action,2009.0,0.38,0.25,0.0,0.11
The Lord of the Rings: Conquest,Electronic Arts,X360,Action,2009.0,0.37,0.2,0.0,0.06
The Lord of the Rings: The Battle for Middle-Earth,Electronic Arts,PC,Strategy,2004.0,0.01,0.06,0.0,0.01
The Lord of the Rings: The Battle for Middle-Earth II,Electronic Arts,PC,Strategy,2006.0,0.01,0.01,0.0,0.0
The Lord of the Rings: The Battle for Middle-Earth II,Electronic Arts,X360,Strategy,2006.0,0.0,0.04,0.0,0.0
The Lord of the Rings: The Fellowship of the Ring,Black Label Games,PS2,Action,2002.0,0.59,0.46,0.0,0.15
The Lord of the Rings: The Fellowship of the Ring,Universal Interactive,XB,Action,2002.0,0.31,0.19,0.0,0.03
The Lord of the Rings: The Return of the King,Electronic Arts,GBA,Action,2003.0,0.4,0.15,0.0,0.01
The Lord of the Rings: The Return of the King,Electronic Arts,GC,Action,2003.0,0.53,0.14,0.0,0.02
The Lord of the Rings: The Return of the King,Electronic Arts,PS2,Action,2003.0,1.5,1.28,0.05,0.46
The Lord of the Rings: The Return of the King,Electronic Arts,XB,Action,2003.0,0.71,0.38,0.0,0.05
The Lord of the Rings: The Third Age,Electronic Arts,GBA,Role-Playing,2004.0,0.16,0.06,0.0,0.0
The Lord of the Rings: The Third Age,Electronic Arts,GC,Role-Playing,2004.0,0.22,0.06,0.0,0.01
The Lord of the Rings: The Third Age,Electronic Arts,PS2,Role-Playing,2004.0,0.49,0.02,0.0,0.08
The Lord of the Rings: The Two Towers,Electronic Arts,GBA,Action,2002.0,0.53,0.2,0.0,0.01
The Lord of the Rings: The Two Towers,Electronic Arts,GC,Action,2002.0,0.41,0.11,0.0,0.01
The Lord of the Rings: The Two Towers,Electronic Arts,PS2,Action,2002.0,1.94,1.95,0.08,0.7
The Lord of the Rings: The Two Towers,Electronic Arts,XB,Action,2002.0,0.45,0.24,0.0,0.03
The Lord of the Rings: War in the North,Warner Bros. Interactive Entertainment,PC,Action,2011.0,0.05,0.11,0.0,0.03
The Lost Chronicles of Zerzura,DTP Entertainment,PC,Adventure,2012.0,0.0,0.05,0.0,0.01
The Lost Treasures of Alexandria,Unknown,DS,Puzzle,2011.0,0.0,0.04,0.0,0.01
The Lost Vikings,Activision,GBA,Puzzle,2003.0,0.04,0.01,0.0,0.0
The Lost World: Jurassic Park,Electronic Arts,PS,Action,1997.0,0.57,0.39,0.0,0.07
The Magic School Bus: Oceans,Scholastic Inc.,DS,Adventure,2011.0,0.2,0.0,0.0,0.02
The Magical Quest starring Mickey Mouse,Capcom,SNES,Platform,1992.0,0.66,0.17,0.35,0.03
The Mark of Kri,Sony Computer Entertainment,PS2,Action,2002.0,0.22,0.18,0.0,0.06
The Matrix: Path of Neo,Atari,PS2,Action,2005.0,0.41,0.01,0.0,0.07
The Matrix: Path of Neo,Atari,XB,Action,2005.0,0.23,0.07,0.0,0.01
The Misadventures of Tron Bonne,Eidos Interactive,PS,Adventure,1999.0,0.03,0.02,0.0,0.0
The Monkey King: The Legend Begins,Starfish,Wii,Shooter,2007.0,0.04,0.0,0.0,0.0
The Movies,Activision,PC,Simulation,2005.0,0.01,0.03,0.0,0.01
The Mummy,Ubisoft,GBA,Action,2002.0,0.01,0.0,0.0,0.0
The Mummy Returns,Universal Interactive,PS2,Action,2001.0,0.25,0.19,0.0,0.06
The Mummy: Tomb of the Dragon Emperor,Vivendi Games,DS,Action,2008.0,0.08,0.0,0.0,0.01
The Mummy: Tomb of the Dragon Emperor,Vivendi Games,PS2,Action,2008.0,0.12,0.1,0.0,0.03
The Mummy: Tomb of the Dragon Emperor,Vivendi Games,Wii,Action,2008.0,0.08,0.0,0.0,0.01
The Munchables,Namco Bandai Games,Wii,Action,2009.0,0.17,0.0,0.0,0.01
The Mysterious Case of Dr. Jekyll and Mr. Hyde,O-Games,DS,Adventure,2010.0,0.02,0.02,0.0,0.0
The Mysterious Murasame Castle,Nintendo,NES,Action,1986.0,0.0,0.0,0.57,0.0
The Naked Brothers Band: The Video Game,THQ,DS,Misc,2008.0,0.18,0.0,0.0,0.01
The Naked Brothers Band: The Video Game,THQ,PS2,Misc,2008.0,0.08,0.06,0.0,0.02
The Naked Brothers Band: The Video Game,THQ,Wii,Misc,2008.0,0.19,0.0,0.0,0.01
The New Tetris,Nintendo,N64,Puzzle,1999.0,0.22,0.05,0.02,0.0
The New York Times Crosswords,Majesco Entertainment,DS,Puzzle,2007.0,0.42,0.0,0.0,0.03
The Next BIG Thing,Focus Home Interactive,PC,Adventure,2011.0,0.0,0.05,0.0,0.01
The Next Tetris,Atari,PS,Puzzle,1998.0,0.45,0.31,0.0,0.05
The Night of the Rabbit,Daedalic Entertainment,PC,Adventure,2013.0,0.0,0.03,0.0,0.0
The Nightmare of Druaga: Fushigino Dungeon,Arika,PS2,Role-Playing,2004.0,0.03,0.02,0.0,0.01
The Operative: No One Lives Forever,Electronic Arts,PS2,Shooter,2002.0,0.07,0.05,0.0,0.02
The Orange Box,Electronic Arts,PC,Shooter,2007.0,0.0,0.11,0.0,0.03
The Orange Box,Electronic Arts,PS3,Shooter,2007.0,0.28,0.58,0.0,0.21
The Orange Box,Electronic Arts,X360,Shooter,2007.0,1.09,0.53,0.02,0.17
The Order: 1886,Sony Computer Entertainment,PS4,Shooter,2015.0,0.61,0.78,0.06,0.27
The Oregon Trail,Crave Entertainment,3DS,Simulation,2011.0,0.12,0.0,0.0,0.01
The Oregon Trail,Crave Entertainment,Wii,Simulation,2011.0,0.14,0.0,0.0,0.01
The Outfit,THQ,X360,Action,2006.0,0.21,0.02,0.0,0.02
The Peanuts Movie: Snoopy's Grand Adventure,Activision,3DS,Action,2015.0,0.0,0.03,0.0,0.0
The Peanuts Movie: Snoopy's Grand Adventure,Activision,PS4,Action,2015.0,0.0,0.02,0.0,0.0
The Penguins of Madagascar,THQ,DS,Action,2010.0,0.12,0.11,0.0,0.02
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,THQ,DS,Action,2011.0,0.06,0.03,0.0,0.01
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,THQ,PS3,Action,2011.0,0.04,0.03,0.0,0.01
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,THQ,Wii,Action,2011.0,0.04,0.03,0.0,0.01
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,THQ,X360,Action,2011.0,0.07,0.03,0.0,0.01
The Perfect Golf,Seta Corporation,PS,Sports,1995.0,0.0,0.0,0.03,0.0
The Pinball of the Dead,Sega,GBA,Misc,2002.0,0.05,0.02,0.0,0.0
The Polar Express,THQ,GBA,Adventure,2004.0,0.14,0.05,0.0,0.0
The Polar Express,THQ,GC,Adventure,2004.0,0.08,0.02,0.0,0.0
The Polar Express,THQ,PS2,Adventure,2004.0,0.11,0.09,0.0,0.03
The Powerpuff Girls: Chemical X-Traction,BAM! Entertainment,N64,Action,2001.0,0.13,0.03,0.0,0.0
The Powerpuff Girls: Chemical X-Traction,BAM! Entertainment,PS,Action,2001.0,0.14,0.1,0.0,0.02
The Powerpuff Girls: Him and Seek,BAM! Entertainment,GBA,Platform,2002.0,0.31,0.11,0.0,0.01
The Powerpuff Girls: Relish Rampage,BAM! Entertainment,GC,Action,2002.0,0.05,0.01,0.0,0.0
The Powerpuff Girls: Relish Rampage,BAM! Entertainment,PS2,Action,2002.0,0.22,0.17,0.0,0.06
The Price is Right,Ubisoft,DS,Misc,2008.0,0.46,0.0,0.0,0.04
The Price is Right,Ubisoft,Wii,Misc,2008.0,0.76,0.0,0.0,0.06
The Price is Right 2010 Edition,Ubisoft,DS,Misc,2009.0,0.12,0.0,0.0,0.01
The Price is Right 2010 Edition,Ubisoft,Wii,Misc,2009.0,0.22,0.0,0.0,0.02
The Price is Right: Decades,Ubisoft,Wii,Misc,2011.0,0.11,0.0,0.0,0.01
The Price is Right: Decades,Ubisoft,X360,Misc,2011.0,0.11,0.0,0.0,0.01
The Princess and the Frog,Disney Interactive Studios,DS,Platform,2009.0,0.41,0.16,0.0,0.05
The Princess and the Frog,Disney Interactive Studios,Wii,Platform,2009.0,0.29,0.13,0.0,0.04
The Professor's Brain Trainer: Logic,505 Games,DS,Puzzle,2005.0,0.02,0.0,0.0,0.0
The Punisher,THQ,PS2,Action,2005.0,0.25,0.2,0.0,0.07
The Punisher,THQ,XB,Action,2005.0,0.22,0.06,0.0,0.01
The Putter Golf,D3Publisher,PS,Sports,2001.0,0.04,0.03,0.0,0.0
The Quest Trio,Avanquest,DS,Puzzle,2008.0,0.13,0.0,0.0,0.01
The Raiden Project,Ocean,PS,Shooter,1995.0,0.06,0.04,0.12,0.01
The Revenge of Shinobi,Atari,GBA,Platform,2002.0,0.07,0.02,0.0,0.0
The Ripping Friends,THQ,GBA,Action,2002.0,0.03,0.01,0.0,0.0
The Rise of the Argonauts,Codemasters,PC,Role-Playing,2008.0,0.0,0.01,0.0,0.0
The Rise of the Argonauts,Codemasters,PS3,Role-Playing,2008.0,0.05,0.11,0.0,0.03
The Rise of the Argonauts,Codemasters,X360,Role-Playing,2008.0,0.03,0.12,0.0,0.01
The Rub Rabbits!,Sega,DS,Puzzle,2005.0,0.03,0.0,0.04,0.0
The Saboteur,Electronic Arts,PC,Action,2009.0,0.0,0.05,0.0,0.01
The Saboteur,Electronic Arts,PS3,Action,2009.0,0.2,0.21,0.0,0.07
The Saboteur,Electronic Arts,X360,Action,2009.0,0.26,0.2,0.0,0.05
The Scorpion King: Rise of the Akkadian,Universal Interactive,GC,Action,2002.0,0.08,0.02,0.0,0.0
The Scorpion King: Rise of the Akkadian,Universal Interactive,PS2,Action,2002.0,0.11,0.09,0.0,0.03
The Scorpion King: Sword of Osiris,Vivendi Games,GBA,Action,2002.0,0.13,0.05,0.0,0.0
The Secret Saturdays: Beasts of the 5th Sun,D3Publisher,DS,Action,2009.0,0.08,0.0,0.0,0.01
The Secret Saturdays: Beasts of the 5th Sun,D3Publisher,PS2,Action,2009.0,0.05,0.02,0.0,0.08
The Secret Saturdays: Beasts of the 5th Sun,D3Publisher,PSP,Action,2009.0,0.08,0.0,0.0,0.01
The Secret Saturdays: Beasts of the 5th Sun,D3Publisher,Wii,Action,2009.0,0.09,0.0,0.0,0.01
The Secret World,Funcom,PC,Role-Playing,2012.0,0.07,0.08,0.0,0.02
The Settlers,Ubisoft,DS,Action,2007.0,0.1,0.0,0.0,0.01
The Settlers 7: Paths to a Kingdom,Ubisoft,PC,Strategy,2010.0,0.0,0.27,0.0,0.05
The Settlers II 10th Anniversary,Ubisoft,PC,Action,2006.0,0.0,0.02,0.0,0.0
The Settlers IV,Blue Byte,PC,Strategy,2001.0,0.0,0.02,0.0,0.0
The Settlers: Rise of an Empire,Ubisoft,PC,Strategy,2007.0,0.01,0.01,0.0,0.0
The Seven Deadly Sins: Unjust Sin,Namco Bandai Games,3DS,Adventure,2015.0,0.0,0.0,0.08,0.0
The Shoot,Sony Computer Entertainment,PS3,Shooter,2010.0,0.13,0.15,0.01,0.05
The Simpsons Game,Electronic Arts,DS,Action,2007.0,0.56,0.77,0.0,0.17
The Simpsons Game,Electronic Arts,PS2,Action,2007.0,0.35,0.03,0.0,1.13
The Simpsons Game,Electronic Arts,PS3,Action,2007.0,0.38,0.36,0.0,0.15
The Simpsons Game,Electronic Arts,PSP,Action,2007.0,0.24,0.54,0.0,0.3
The Simpsons Game,Electronic Arts,Wii,Action,2007.0,0.45,0.46,0.0,0.11
The Simpsons Game,Electronic Arts,X360,Action,2007.0,0.54,0.39,0.0,0.11
The Simpsons Skateboarding,Electronic Arts,PS2,Sports,2002.0,0.36,0.9,0.0,0.27
The Simpsons: Hit & Run,Vivendi Games,GC,Racing,2003.0,0.77,0.2,0.0,0.03
The Simpsons: Hit & Run,Vivendi Games,PS2,Racing,2003.0,1.73,2.19,0.0,0.79
The Simpsons: Hit & Run,Vivendi Games,XB,Racing,2003.0,0.7,0.58,0.0,0.07
The Simpsons: Road Rage,Electronic Arts,GC,Racing,2001.0,0.19,0.05,0.0,0.01
The Simpsons: Road Rage,Electronic Arts,PS2,Racing,2001.0,2.02,1.17,0.0,0.42
The Simpsons: Road Rage,Electronic Arts,XB,Racing,2001.0,0.78,0.26,0.0,0.01
The Simpsons: Road Rage,THQ,GBA,Racing,2003.0,0.86,0.32,0.0,0.02
The Sims,Electronic Arts,GC,Simulation,2003.0,0.35,0.13,0.0,0.01
The Sims,Electronic Arts,PC,Simulation,2000.0,0.01,0.03,0.0,0.01
The Sims,Electronic Arts,PS2,Simulation,2003.0,1.41,1.12,0.0,0.24
The Sims,Electronic Arts,XB,Simulation,2003.0,0.31,0.1,0.0,0.01
The Sims 2,Electronic Arts,DS,Simulation,2005.0,0.81,0.05,0.0,0.07
The Sims 2,Electronic Arts,GBA,Simulation,2005.0,0.28,0.1,0.0,0.01
The Sims 2,Electronic Arts,GC,Simulation,2005.0,0.26,0.07,0.0,0.01
The Sims 2,Electronic Arts,PC,Simulation,2004.0,0.02,0.24,0.0,0.04
The Sims 2,Electronic Arts,PS2,Simulation,2005.0,0.67,0.03,0.0,0.11
The Sims 2,Electronic Arts,PSP,Simulation,2005.0,0.49,0.55,0.0,0.33
The Sims 2,Electronic Arts,XB,Simulation,2005.0,0.19,0.05,0.0,0.01
The Sims 2: Apartment Life,Electronic Arts,PC,Simulation,2008.0,0.0,0.07,0.0,0.01
The Sims 2: Apartment Pets,Electronic Arts,DS,Simulation,2008.0,0.31,0.3,0.0,0.07
The Sims 2: Bon Voyage,Electronic Arts,PC,Simulation,2007.0,0.01,0.01,0.0,0.0
The Sims 2: Castaway,Electronic Arts,DS,Simulation,2007.0,0.62,0.04,0.0,0.06
The Sims 2: Castaway,Electronic Arts,PS2,Simulation,2007.0,0.3,0.01,0.0,0.05
The Sims 2: Castaway,Electronic Arts,PSP,Simulation,2007.0,0.08,0.46,0.0,0.25
The Sims 2: Castaway,Electronic Arts,Wii,Simulation,2007.0,0.44,0.63,0.0,0.14
The Sims 2: Family Fun Stuff,Electronic Arts,PC,Simulation,2006.0,0.0,0.01,0.0,0.0
The Sims 2: Glamour Life Stuff,Electronic Arts,PC,Simulation,2006.0,0.0,0.03,0.0,0.01
The Sims 2: Happy Holiday Stuff,Electronic Arts,PC,Simulation,2006.0,0.01,0.01,0.0,0.0
The Sims 2: Ikea Home Stuff,Electronic Arts,PC,Simulation,2008.0,0.0,0.07,0.0,0.01
The Sims 2: Nightlife,Electronic Arts,PC,Simulation,2005.0,1.22,0.05,0.0,0.0
The Sims 2: Open for Business,Electronic Arts,PC,Simulation,2006.0,0.46,0.05,0.0,0.0
The Sims 2: Pets,Electronic Arts,DS,Simulation,2006.0,0.92,0.93,0.0,0.22
The Sims 2: Pets,Electronic Arts,GC,Simulation,2006.0,0.21,0.05,0.0,0.01
The Sims 2: Pets,Electronic Arts,PC,Simulation,2006.0,0.01,0.02,0.0,0.01
The Sims 2: Pets,Electronic Arts,PS2,Simulation,2006.0,0.02,0.01,0.0,0.27
The Sims 2: Pets,Electronic Arts,PSP,Simulation,2006.0,0.19,0.38,0.0,0.22
The Sims 2: Pets,Electronic Arts,Wii,Simulation,2007.0,0.41,0.02,0.0,0.04
The Sims 2: Seasons,Electronic Arts,PC,Simulation,2007.0,0.01,0.04,0.0,0.01
The Sims 2: University,Electronic Arts,PC,Simulation,2005.0,0.01,0.04,0.0,0.01
The Sims 3,Electronic Arts,3DS,Simulation,2011.0,0.3,0.37,0.03,0.07
The Sims 3,Electronic Arts,DS,Simulation,2010.0,0.38,0.22,0.0,0.06
The Sims 3,Electronic Arts,PC,Simulation,2009.0,0.99,6.42,0.0,0.6
The Sims 3,Electronic Arts,PS3,Simulation,2010.0,0.73,0.89,0.02,0.3
The Sims 3,Electronic Arts,Wii,Simulation,2010.0,0.57,0.69,0.0,0.14
The Sims 3,Electronic Arts,X360,Simulation,2010.0,1.27,0.81,0.0,0.2
The Sims 3: Ambitions,Electronic Arts,PC,Simulation,2010.0,0.0,0.29,0.0,0.17
The Sims 3: Barnacle Bay,Electronic Arts,PC,Simulation,2011.0,0.07,0.0,0.0,0.01
The Sims 3: Fast Lane Stuff,Electronic Arts,PC,Simulation,2010.0,0.01,0.05,0.0,0.02
The Sims 3: Generations,Electronic Arts,PC,Simulation,2011.0,0.4,0.23,0.0,0.0
The Sims 3: High-End Loft Stuff,Electronic Arts,PC,Simulation,2010.0,0.01,0.54,0.0,0.11
The Sims 3: Late Night Expansion Pack,Electronic Arts,PC,Simulation,2010.0,0.59,0.87,0.0,0.23
The Sims 3: Outdoor Living Stuff,Electronic Arts,PC,Simulation,2011.0,0.0,0.38,0.0,0.08
The Sims 3: Seasons,Electronic Arts,PC,Simulation,2012.0,0.0,0.13,0.0,0.02
The Sims 3: Town Life Stuff,Electronic Arts,PC,Simulation,2011.0,0.11,0.17,0.0,0.05
The Sims 3: World Adventures,Electronic Arts,PC,Simulation,2009.0,0.02,0.18,0.0,0.38
The Sims 4,Electronic Arts,PC,Simulation,2014.0,1.0,1.82,0.0,0.23
The Sims 4: Get Together,Electronic Arts,PC,Simulation,2015.0,0.05,0.15,0.0,0.02
The Sims 4: Luxury Party Stuff,Electronic Arts,PC,Simulation,2015.0,0.0,0.01,0.0,0.0
The Sims 4: Spa Day,Electronic Arts,PC,Simulation,2015.0,0.0,0.04,0.0,0.0
The Sims Deluxe,Electronic Arts,PC,Simulation,2002.0,0.01,0.02,0.0,0.01
The Sims Medieval: Pirates and Nobles,Electronic Arts,PC,Simulation,2011.0,0.05,0.08,0.0,0.02
The Sims: Bustin' Out,Electronic Arts,GBA,Simulation,2003.0,0.93,0.35,0.0,0.06
The Sims: Bustin' Out,Electronic Arts,GC,Simulation,2003.0,0.43,0.2,0.0,0.03
The Sims: Bustin' Out,Electronic Arts,PS2,Simulation,2003.0,1.07,1.19,0.0,0.18
The Sims: Bustin' Out,Electronic Arts,XB,Simulation,2003.0,0.4,0.14,0.0,0.02
The Sims: Complete Collection,Electronic Arts,PC,Simulation,2005.0,0.01,0.01,0.0,0.0
The Sims: Hot Date,Electronic Arts,PC,Simulation,2001.0,1.81,0.0,0.0,0.0
The Sims: House Party,Electronic Arts,PC,Simulation,2001.0,1.23,0.83,0.0,0.1
The Sims: Livin Large,Electronic Arts,PC,Misc,2000.0,1.67,1.18,0.0,0.13
The Sims: Makin' Magic,Electronic Arts,PC,Simulation,2003.0,1.03,0.8,0.0,0.09
The Sims: Medieval,Electronic Arts,PC,Simulation,2011.0,0.28,0.32,0.0,0.09
The Sims: Superstar,Electronic Arts,PC,Simulation,2003.0,1.67,0.0,0.0,0.0
The Sims: Unleashed,Electronic Arts,PC,Simulation,2002.0,2.03,1.56,0.0,0.17
The Sims: Vacation,Electronic Arts,PC,Simulation,2002.0,1.72,1.21,0.0,0.14
The Sky Crawlers: Innocent Aces,Namco Bandai Games,Wii,Simulation,2008.0,0.08,0.02,0.01,0.01
The Sly Collection,Sony Computer Entertainment,PS3,Platform,2010.0,0.52,0.08,0.01,0.08
The Smurfs,Infogrames,PS,Action,1998.0,0.02,0.02,0.0,0.0
The Smurfs,Ubisoft,DS,Action,2011.0,0.23,0.14,0.0,0.04
The Smurfs 2,Ubisoft,DS,Platform,2013.0,0.0,0.17,0.0,0.01
The Smurfs 2,Ubisoft,PS3,Platform,2013.0,0.02,0.06,0.0,0.02
The Smurfs 2,Ubisoft,Wii,Platform,2013.0,0.0,0.09,0.0,0.01
The Smurfs 2,Ubisoft,WiiU,Platform,2013.0,0.04,0.03,0.0,0.01
The Smurfs 2,Ubisoft,X360,Platform,2013.0,0.03,0.08,0.0,0.01
The Smurfs: Dance Party,Ubisoft,Wii,Misc,2011.0,0.21,0.04,0.0,0.02
The Space Bar,Sega,SAT,Adventure,1996.0,0.0,0.0,0.08,0.0
The Spiderwick Chronicles,Vivendi Games,DS,Action,2008.0,0.07,0.0,0.0,0.01
The Spiderwick Chronicles,Vivendi Games,Wii,Action,2008.0,0.17,0.0,0.0,0.01
The Spiderwick Chronicles,Vivendi Games,X360,Action,2008.0,0.09,0.01,0.0,0.01
The SpongeBob SquarePants Movie,THQ,GBA,Platform,2004.0,1.02,0.38,0.0,0.06
The SpongeBob SquarePants Movie,THQ,GC,Platform,2004.0,0.73,0.19,0.0,0.03
