Name,Platform,Publisher,Genre,Release_Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Princess in Love,DS,DTP Entertainment,Simulation,2009.0,0.07,0.0,0.0,0.01
Princess on Ice,DS,505 Games,Sports,2008.0,0.04,0.01,0.0,0.0
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,Nippon Ichi Software,Platform,2010.0,0.05,0.0,0.03,0.01
Prism Ark: Awake,PS2,5pb,Adventure,2008.0,0.0,0.0,0.02,0.0
Prism: Light the Way,DS,Eidos Interactive,Puzzle,2007.0,0.05,0.0,0.0,0.0
Prison Architect,PS4,Introversion Software,Action,2016.0,0.01,0.01,0.0,0.0
Prison Break: The Conspiracy,X360,Deep Silver,Action,2010.0,0.07,0.12,0.0,0.02
Prison Break: The Conspiracy,PS3,Deep Silver,Action,2010.0,0.05,0.16,0.0,0.05
Prisoner of War,XB,Atari,Adventure,2002.0,0.06,0.02,0.0,0.0
Pro Angler Moves,PS3,"Interworks Unlimited, Inc.",Sports,2012.0,0.01,0.0,0.0,0.0
Pro Baseball Spirits 2015,PSV,Konami Digital Entertainment,Action,2015.0,0.0,0.0,0.13,0.0
Pro Baseball Spirits 2015,PS3,Konami Digital Entertainment,Action,2015.0,0.0,0.0,0.15,0.0
Pro Cast Sports Fishing,XB,Capcom,Sports,2003.0,0.02,0.01,0.0,0.0
Pro Cycling Manager 2016,PC,Focus Home Interactive,Sports,2016.0,0.0,0.03,0.0,0.0
Pro Cycling Manager 2016,PS4,Focus Home Interactive,Sports,2016.0,0.0,0.04,0.0,0.01
Pro Evolution Soccer 2008 (JP sales),DS,Konami Digital Entertainment,Sports,2007.0,0.0,0.0,0.08,0.0
Pro Evolution Soccer 2010,PC,Konami Digital Entertainment,Sports,2009.0,0.0,0.01,0.0,0.0
Pro Evolution Soccer 2012,X360,Konami Digital Entertainment,Action,2011.0,0.1,0.34,0.0,0.07
Pro Evolution Soccer 2012,3DS,Konami Digital Entertainment,Action,2011.0,0.02,0.0,0.0,0.0
Pro Evolution Soccer 2012,PS2,Konami Digital Entertainment,Action,2011.0,0.0,0.0,0.06,0.0
Pro Evolution Soccer 2012,PC,Konami Digital Entertainment,Action,2011.0,0.0,0.07,0.0,0.02
Pro Evolution Soccer 2013,PSP,Konami Digital Entertainment,Sports,2012.0,0.0,0.07,0.18,0.03
Pro Evolution Soccer 2013,Wii,Konami Digital Entertainment,Sports,2012.0,0.0,0.03,0.06,0.0
Pro Evolution Soccer 2013,X360,Konami Digital Entertainment,Sports,2012.0,0.08,0.2,0.0,0.03
Pro Evolution Soccer 2013,PC,Konami Digital Entertainment,Sports,2012.0,0.0,0.07,0.0,0.01
Pro Evolution Soccer 2014,PC,Konami Digital Entertainment,Action,2013.0,0.0,0.09,0.0,0.02
Pro Evolution Soccer 2014,3DS,Konami Digital Entertainment,Action,2013.0,0.0,0.0,0.19,0.0
Pro Evolution Soccer 2014,X360,Konami Digital Entertainment,Action,2013.0,0.06,0.16,0.0,0.03
Pro Evolution Soccer 2014,PSP,Konami Digital Entertainment,Action,2013.0,0.0,0.03,0.14,0.0
Pro Evolution Soccer 2015,X360,Konami Digital Entertainment,Sports,2014.0,0.05,0.1,0.0,0.01
Pro Evolution Soccer 2015,PC,Konami Digital Entertainment,Sports,2014.0,0.0,0.06,0.0,0.01
Pro Evolution Soccer 2015,XOne,Konami Digital Entertainment,Sports,2014.0,0.02,0.1,0.0,0.01
Pro Evolution Soccer 2016,X360,Konami Digital Entertainment,Sports,2015.0,0.04,0.08,0.0,0.01
Pro Evolution Soccer 2016,XOne,Konami Digital Entertainment,Sports,2015.0,0.03,0.06,0.0,0.01
Pro Evolution Soccer 2016,PC,Konami Digital Entertainment,Sports,2015.0,0.0,0.04,0.0,0.0
Pro Evolution Soccer 2017,XOne,Konami Digital Entertainment,Sports,2016.0,0.0,0.02,0.0,0.0
Pro Farm 1,PC,Excalibur Publishing,Simulation,2011.0,0.0,0.06,0.0,0.01
Pro Fishing Challenge,XB,Atlus,Sports,2004.0,0.02,0.0,0.0,0.0
Pro Pinball,PS,Empire Interactive,Misc,1996.0,0.23,0.15,0.0,0.03
Pro Pinball: Big Race USA,PS,Take-Two Interactive,Simulation,1999.0,0.37,0.25,0.0,0.04
Pro Race Driver,PS2,Codemasters,Racing,2002.0,0.13,0.1,0.0,0.03
Pro Race Driver,XB,Codemasters,Racing,2003.0,0.03,0.01,0.0,0.0
Pro Rally,GC,Ubisoft,Racing,2002.0,0.01,0.0,0.0,0.0
Pro Wrestling,NES,Nintendo,Fighting,1987.0,0.77,0.18,1.42,0.03
Pro Yaky? Spirits 2010,PS2,Konami Digital Entertainment,Sports,2010.0,0.0,0.0,0.1,0.0
Pro Yaky? Spirits 2010,PS3,Konami Digital Entertainment,Sports,2010.0,0.0,0.0,0.21,0.0
Pro Yaky? Spirits 2010,PSP,Konami Digital Entertainment,Sports,2010.0,0.0,0.0,0.24,0.0
Pro Yaky? Spirits 2011,3DS,Konami Digital Entertainment,Sports,2011.0,0.0,0.0,0.07,0.0
Pro Yaky? Spirits 2011,PSP,Konami Digital Entertainment,Sports,2011.0,0.0,0.0,0.24,0.0
Pro Yaky? Spirits 2011,PS3,Konami Digital Entertainment,Sports,2011.0,0.0,0.0,0.18,0.0
Pro Yaky? Spirits 2012,PS3,Konami Digital Entertainment,Sports,2012.0,0.0,0.0,0.19,0.0
Pro Yaky? Spirits 2012,PSP,Konami Digital Entertainment,Sports,2012.0,0.0,0.0,0.2,0.0
Pro Yaky? Spirits 2012,PSV,Konami Digital Entertainment,Sports,2012.0,0.0,0.0,0.06,0.0
Pro Yaky? Spirits 2013,PS3,Konami Digital Entertainment,Sports,2013.0,0.0,0.0,0.2,0.0
Pro Yaky? Spirits 2013,PSP,Konami Digital Entertainment,Sports,2013.0,0.0,0.0,0.2,0.0
Pro Yaky? Spirits 2013,PSV,Konami Digital Entertainment,Sports,2013.0,0.0,0.0,0.06,0.0
Pro Yaky? Spirits 2014,PS3,Konami Digital Entertainment,Sports,2014.0,0.0,0.0,0.14,0.0
Pro Yaky? Spirits 2014,PSP,Konami Digital Entertainment,Sports,2014.0,0.0,0.0,0.09,0.0
Pro Yaky? Spirits 2014,PSV,Konami Digital Entertainment,Sports,2014.0,0.0,0.0,0.07,0.0
Pro Yaky? Spirits 3,PS2,Konami Digital Entertainment,Sports,2006.0,0.0,0.0,0.16,0.0
Pro Yaky? Spirits 4,PS3,Konami Digital Entertainment,Sports,2007.0,0.0,0.0,0.07,0.0
Pro Yaky? Spirits 4,PS2,Konami Digital Entertainment,Sports,2007.0,0.0,0.0,0.19,0.0
Pro Yaky? Spirits 5,PS2,Konami Digital Entertainment,Sports,2008.0,0.0,0.0,0.18,0.0
Pro Yaky? Spirits 5,PS3,Konami Digital Entertainment,Sports,2008.0,0.0,0.0,0.11,0.0
Pro Yaky? Spirits 6,PS3,Konami Digital Entertainment,Sports,2009.0,0.0,0.0,0.15,0.0
Pro Yaky? Spirits 6,PS2,Konami Digital Entertainment,Sports,2009.0,0.0,0.0,0.13,0.0
Pro Yakyuu Family Stadium,NES,Namco Bandai Games,Sports,1986.0,0.15,0.0,2.05,0.0
Pro Yakyuu Family Stadium,Wii,Namco Bandai Games,Sports,2008.0,0.0,0.0,0.03,0.0
Pro Yakyuu Family Stadium '87,NES,Namco Bandai Games,Sports,1987.0,0.12,0.0,1.3,0.0
Pro Yakyuu Family Stadium '88,NES,Namco Bandai Games,Sports,1988.0,0.1,0.0,1.08,0.0
Pro Yakyuu Famista 2011,3DS,Namco Bandai Games,Sports,2011.0,0.0,0.0,0.06,0.0
Pro Yakyuu Famista DS,DS,Namco Bandai Games,Sports,2007.0,0.0,0.0,0.1,0.0
Pro Yakyuu Famista DS 2009,DS,Namco Bandai Games,Sports,2009.0,0.0,0.0,0.1,0.0
Pro Yakyuu Famista DS 2010,DS,Namco Bandai Games,Sports,2010.0,0.0,0.0,0.08,0.0
Pro Yakyuu Greatest Nine '97,SAT,Sega,Sports,1997.0,0.0,0.0,0.21,0.0
Pro Yakyuu Greatest Nine 98,SAT,Sega,Sports,1998.0,0.0,0.0,0.09,0.0
Pro Yakyuu Netsu Star 2006,PS2,Namco Bandai Games,Sports,2006.0,0.0,0.0,0.14,0.0
Pro Yakyuu Netsu Star 2007,PS2,Namco Bandai Games,Sports,2007.0,0.0,0.0,0.06,0.0
Pro Yakyuu Spirits 5 Kanzenban,PS3,Konami Digital Entertainment,Sports,2008.0,0.0,0.0,0.03,0.0
Pro Yakyuu Spirits 5 Kanzenban,PS2,Konami Digital Entertainment,Sports,2008.0,0.0,0.0,0.05,0.0
Pro Yakyuu Team o Tsukurou!,SAT,Sega,Sports,1998.0,0.0,0.0,0.25,0.0
Pro Yakyuu Team o Tsukurou!,DS,Sega,Sports,2008.0,0.0,0.0,0.19,0.0
Pro Yakyuu Team o Tsukurou!,DC,Sega,Sports,1999.0,0.0,0.0,0.23,0.0
Pro Yakyuu Team o Tsukurou! 2,PS2,Sega,Sports,2003.0,0.0,0.0,0.23,0.0
Pro Yakyuu Team o Tsukurou! 2,DS,Sega,Sports,2009.0,0.0,0.0,0.11,0.0
Professional Farmer 2016,PS4,Namco Bandai Games,Action,2015.0,0.0,0.01,0.0,0.0
Professional Fisherman's Tour: Northern Hemisphere,DS,505 Games,Sports,2007.0,0.16,0.0,0.0,0.01
Professor Heinz Wolff's Gravity,DS,Deep Silver,Puzzle,2008.0,0.04,0.0,0.0,0.0
Professor Heinz Wolff's Gravity,Wii,Deep Silver,Puzzle,2008.0,0.04,0.12,0.0,0.02
Professor Layton and the Azran Legacy,3DS,Nintendo,Puzzle,2013.0,0.0,0.48,0.25,0.06
Professor Layton and the Curious Village,DS,Nintendo,Puzzle,2007.0,1.22,2.48,1.03,0.52
Professor Layton and the Diabolical Box,DS,Nintendo,Puzzle,2007.0,0.92,1.78,0.92,0.37
Professor Layton and the Last Specter,DS,Nintendo,Puzzle,2009.0,0.3,1.47,0.68,0.34
Professor Layton and the Mask of Miracle,3DS,Nintendo,Puzzle,2011.0,0.32,0.95,0.36,0.14
Professor Layton and the Unwound Future,DS,Nintendo,Puzzle,2008.0,0.65,1.61,0.82,0.28
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,Level 5,Puzzle,2012.0,0.2,0.26,0.3,0.04
Project CARS,PC,Slightly Mad Studios,Racing,2015.0,0.0,0.1,0.0,0.01
Project CARS,XOne,Slightly Mad Studios,Racing,2015.0,0.08,0.13,0.0,0.02
Project Eden,PS2,Eidos Interactive,Action,2001.0,0.04,0.03,0.0,0.01
Project FIFA World Cup,PS2,Electronic Arts,Sports,2002.0,0.0,0.0,0.1,0.0
Project Gotham Racing,XB,Microsoft Game Studios,Racing,2001.0,1.37,0.61,0.05,0.09
Project Gotham Racing (JP weekly sales),XB,Microsoft Game Studios,Action,2002.0,1.54,0.44,0.04,0.07
Project Gotham Racing 2 (JP weekly sales),XB,Microsoft Game Studios,Action,2003.0,0.0,0.0,0.03,0.0
Project Hacker: Kakusei,DS,Nintendo,Action,2006.0,0.0,0.0,0.1,0.0
Project Overkill,PS,Konami Digital Entertainment,Shooter,1996.0,0.14,0.09,0.0,0.02
Project Runway,Wii,Atari,Simulation,2010.0,0.24,0.0,0.0,0.02
Project Setsuna,PS4,Square Enix,Role-Playing,2016.0,0.0,0.0,0.06,0.0
Project Setsuna,PSV,Square Enix,Role-Playing,2016.0,0.0,0.0,0.05,0.0
Project Spark,XOne,Microsoft Game Studios,Misc,2014.0,0.11,0.05,0.0,0.02
Project V6,PS,General Entertainment,Strategy,1998.0,0.0,0.0,0.13,0.01
Project X Zone,3DS,Namco Bandai Games,Role-Playing,2012.0,0.18,0.04,0.15,0.02
Project X Zone 2: Brave New World,3DS,Namco Bandai Games,Role-Playing,2015.0,0.04,0.04,0.08,0.01
Project: Snowblind,XB,Eidos Interactive,Action,2005.0,0.08,0.02,0.0,0.0
Project: Snowblind,PS2,Eidos Interactive,Action,2005.0,0.1,0.08,0.0,0.03
Pryzm Chapter One: The Dark Unicorn,PS2,TDK Mediactive,Adventure,2002.0,0.06,0.05,0.0,0.02
Psi-Ops: The Mindgate Conspiracy,XB,Midway Games,Shooter,2004.0,0.13,0.04,0.0,0.01
Psi-Ops: The Mindgate Conspiracy,PS2,Midway Games,Shooter,2004.0,0.14,0.11,0.0,0.04
Psychedelica of the Black Butterfly,PSV,Idea Factory,Action,2015.0,0.0,0.0,0.02,0.0
Psychic Detective,PS,Electronic Arts,Adventure,1995.0,0.01,0.0,0.0,0.0
Psycho-Pass,XOne,5pb,Adventure,2014.0,0.0,0.0,0.01,0.0
Psycho-Pass: Mandatory Happiness,PSV,Nippon Ichi Software,Adventure,2016.0,0.0,0.01,0.01,0.0
Psycho-Pass: Mandatory Happiness,PS4,Nippon Ichi Software,Adventure,2016.0,0.02,0.0,0.0,0.0
Psychonauts,PS2,Majesco Entertainment,Platform,2005.0,0.05,0.04,0.0,0.01
Psychonauts,XB,THQ,Platform,2005.0,0.09,0.03,0.0,0.0
Pucca Power Up,DS,Rising Star Games,Platform,2011.0,0.04,0.02,0.0,0.0
Puchi Puchi Virus,DS,Jaleco,Puzzle,2007.0,0.08,0.0,0.0,0.01
Puella Magi Madoka Magica Portable,PSP,Namco Bandai Games,Role-Playing,2012.0,0.0,0.0,0.12,0.0
Pulse Racer,XB,Jaleco,Racing,2003.0,0.01,0.0,0.0,0.0
Pump It Up: Exceed,XB,Mastiff,Misc,2005.0,0.01,0.0,0.0,0.0
Pump It Up: Exceed,PS2,Mastiff,Misc,2005.0,0.03,0.02,0.0,0.01
Punch King,GBA,Acclaim Entertainment,Fighting,2002.0,0.03,0.01,0.0,0.0
Punch-Out!!,Wii,Nintendo,Sports,2007.0,0.02,0.22,0.05,0.0
Puppet Show 3: Lost Town,PC,Focus Home Interactive,Puzzle,2011.0,0.0,0.02,0.0,0.0
Puppies 3D,3DS,Ubisoft,Misc,2011.0,0.08,0.04,0.0,0.01
Puppy Luv: Spa and Resort,DS,Activision,Simulation,2007.0,0.4,0.0,0.0,0.03
Puppy Palace,DS,Ubisoft,Simulation,2008.0,0.35,0.0,0.0,0.03
Pure Futbol,X360,Ubisoft,Sports,2010.0,0.08,0.09,0.0,0.02
Pure Futbol,PS3,Ubisoft,Sports,2010.0,0.06,0.13,0.0,0.05
Pure Pinball,XB,XS Games,Misc,2004.0,0.03,0.01,0.0,0.0
Purr Pals,DS,THQ,Simulation,2007.0,0.18,0.36,0.0,0.02
Purr Pals,Wii,Deep Silver,Simulation,2008.0,0.27,0.0,0.0,0.02
Pursuit Force,PSP,Sony Computer Entertainment,Racing,2005.0,0.14,0.01,0.0,0.02
Pursuit Force: Extreme Justice,PSP,Sony Computer Entertainment,Action,2007.0,0.07,0.07,0.0,0.03
Puss in Boots,PS3,THQ,Action,2011.0,0.07,0.01,0.0,0.01
Puss in Boots,X360,THQ,Action,2011.0,0.2,0.02,0.0,0.02
Puss in Boots,Wii,THQ,Action,2011.0,0.19,0.01,0.0,0.01
Puss in Boots,DS,THQ,Action,2011.0,0.09,0.01,0.0,0.01
Putty Squad,PS4,System 3,Platform,2013.0,0.06,0.07,0.0,0.02
Putty Squad,PSV,System 3,Platform,2013.0,0.02,0.02,0.0,0.01
Puyo Pop,GBA,Sega,Puzzle,2001.0,0.04,0.01,0.0,0.0
Puyo Pop Fever,PSP,Ignition Entertainment,Puzzle,2004.0,0.0,0.0,0.04,0.0
Puyo Pop Fever,GC,Sega,Puzzle,2004.0,0.01,0.0,0.0,0.0
Puyo Pop Fever (JP sales),DS,Ignition Entertainment,Puzzle,2004.0,0.0,0.0,0.09,0.0
Puyo Pop Fever(us sales),DS,Ignition Entertainment,Puzzle,2004.0,0.03,0.0,0.0,0.0
Puyo Puyo 7,PSP,Sega,Puzzle,2009.0,0.0,0.0,0.03,0.0
Puyo Puyo 7,DS,Sega,Puzzle,2009.0,0.0,0.0,0.3,0.0
Puyo Puyo 7,Wii,Sega,Puzzle,2009.0,0.0,0.0,0.05,0.0
Puyo Puyo Sun,SAT,Compile,Puzzle,1997.0,0.0,0.0,0.6,0.0
Puyo Puyo Sun 64,N64,Compile,Puzzle,1997.0,0.0,0.0,0.16,0.03
Puyo Puyo Sun Ketteiban,PS,Compile,Puzzle,1997.0,0.0,0.0,1.07,0.07
Puyo Puyo Tetris,WiiU,Sega,Puzzle,2014.0,0.0,0.0,0.02,0.0
Puyo Puyo Tetris,PSV,Sega,Puzzle,2014.0,0.0,0.0,0.05,0.0
Puyo Puyo Tetris,3DS,Sega,Puzzle,2014.0,0.0,0.0,0.11,0.0
Puyo Puyo Tetris,PS3,Sega,Puzzle,2014.0,0.0,0.0,0.04,0.0
Puyo Puyo! 15th Anniversary,DS,Sega,Puzzle,2006.0,0.0,0.0,0.28,0.0
Puyo Puyo! 15th Anniversary,PSP,Sega,Puzzle,2007.0,0.0,0.0,0.02,0.0
Puyo Puyo!! 20th Anniversary,3DS,Sega,Puzzle,2011.0,0.0,0.0,0.13,0.0
Puyo Puyo!! 20th Anniversary,DS,Sega,Puzzle,2011.0,0.0,0.0,0.14,0.0
Puzzle & Action: Tant-R,GEN,Sega,Misc,1994.0,0.0,0.0,0.03,0.0
Puzzle & Dragons,3DS,GungHo,Role-Playing,2013.0,0.0,0.0,1.51,0.0
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,GungHo,Action,2016.0,0.0,0.0,0.2,0.0
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,Nintendo,Puzzle,2015.0,0.05,0.05,0.34,0.01
Puzzle Challenge: Crosswords and More!,PS2,Crave Entertainment,Puzzle,2006.0,0.01,0.01,0.0,0.0
Puzzle Challenge: Crosswords and More!,PSP,Crave Entertainment,Puzzle,2006.0,0.18,0.0,0.0,0.01
Puzzle Challenge: Crosswords and More!,Wii,Crave Entertainment,Puzzle,2009.0,0.03,0.0,0.0,0.0
Puzzle Chronicles,PSP,Konami Digital Entertainment,Puzzle,2010.0,0.07,0.0,0.0,0.01
Puzzle City,DS,Destineer,Puzzle,2009.0,0.02,0.0,0.0,0.0
Puzzle Guzzle,PSP,DHM Interactive,Puzzle,2007.0,0.02,0.0,0.0,0.0
Puzzle Kingdoms,Wii,Zoo Digital Publishing,Puzzle,2009.0,0.11,0.0,0.0,0.01
Puzzle Kingdoms,DS,Zoo Digital Publishing,Puzzle,2009.0,0.12,0.0,0.0,0.01
Puzzle Quest 2,DS,D3Publisher,Puzzle,2010.0,0.11,0.0,0.0,0.01
Puzzle Quest: Challenge of the Warlords,Wii,D3Publisher,Puzzle,2007.0,0.26,0.0,0.0,0.02
Puzzle Quest: Challenge of the Warlords,PS2,D3Publisher,Puzzle,2007.0,0.06,0.05,0.0,0.02
Puzzle Quest: Challenge of the Warlords,PSP,D3Publisher,Puzzle,2007.0,0.01,0.0,0.0,0.0
Puzzle Quest: Galactrix,DS,D3Publisher,Puzzle,2009.0,0.15,0.0,0.0,0.01
Puzzle Star Sweep,PS,Midas Interactive Entertainment,Puzzle,1997.0,0.01,0.01,0.0,0.0
Puzzle de Harvest Moon,DS,Natsume,Puzzle,2007.0,0.12,0.0,0.0,0.01
Puzzler Brain Games,Wii,Namco Bandai Games,Puzzle,2012.0,0.0,0.0,0.66,0.0
Puzzler Collection,DS,Ubisoft,Puzzle,2008.0,0.17,0.78,0.0,0.04
Puzzler Collection,Wii,Ubisoft,Puzzle,2008.0,0.05,0.01,0.0,0.0
Puzzler Mind Gym 3D,3DS,Ubisoft,Puzzle,2011.0,0.07,0.0,0.0,0.0
Puzzler World,DS,Ubisoft,Puzzle,2009.0,0.41,0.3,0.0,0.07
Puzzler World 2,DS,Ubisoft,Puzzle,2010.0,0.02,0.07,0.0,0.02
Q*bert,2600,Parker Bros.,Puzzle,1982.0,0.55,0.03,0.0,0.01
Q*bert,PS,Atari,Puzzle,1999.0,0.46,0.32,0.0,0.05
Q-Ball: Billiards Master,PS2,Take-Two Interactive,Sports,2000.0,0.13,0.1,0.0,0.04
QUIZ PARTY,Wii,Nintendo,Misc,2012.0,0.0,0.05,0.0,0.0
Qix,GB,Nintendo,Puzzle,1990.0,0.51,0.2,0.41,0.03
Quake,N64,GT Interactive,Shooter,1998.0,0.15,0.04,0.0,0.0
Quake 4,X360,Activision,Shooter,2005.0,0.32,0.03,0.0,0.03
Quake 4,PC,Activision,Shooter,2005.0,0.0,0.02,0.0,0.0
Quake II,N64,Activision,Shooter,1999.0,0.24,0.06,0.0,0.0
Quake II,PS,Activision,Shooter,1998.0,0.23,0.16,0.0,0.03
Quake III: Revolution,PS2,Electronic Arts,Shooter,2001.0,0.1,0.08,0.0,0.03
Quantum Redshift,XB,Microsoft Game Studios,Racing,2002.0,0.09,0.03,0.0,0.0
Qubed,X360,Atari,Puzzle,2009.0,0.07,0.0,0.0,0.01
Queen's Blade: Spiral Chaos,PSP,Namco Bandai Games,Role-Playing,2009.0,0.0,0.0,0.11,0.0
Queen's Gate: Spiral Chaos,PSP,Namco Bandai Games,Role-Playing,2011.0,0.0,0.0,0.14,0.0
Quest 64,N64,Konami Digital Entertainment,Role-Playing,1998.0,0.38,0.08,0.0,0.01
Quick Yoga Training,DS,Ubisoft,Misc,2008.0,0.13,0.0,0.0,0.01
QuickSpot,DS,Namco Bandai Games,Misc,2006.0,0.02,0.0,0.13,0.0
Quiz Magic Academy DS,DS,Konami Digital Entertainment,Misc,2008.0,0.0,0.0,0.32,0.0
Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,Konami Digital Entertainment,Misc,2010.0,0.0,0.0,0.09,0.0
Quiz Mobile Gundam: Toi Senshi DX,PSP,Namco Bandai Games,Puzzle,2006.0,0.0,0.0,0.04,0.0
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,Plenty,Misc,2011.0,0.0,0.0,0.02,0.0
Quiz! Hexagon II,DS,Namco Bandai Games,Misc,2010.0,0.0,0.0,0.06,0.0
Quo Vadis,SAT,Glams,Strategy,1995.0,0.0,0.0,0.08,0.0
R-Type Command (correct US sales),PSP,Rising Star Games,Strategy,2007.0,0.04,0.0,0.0,0.0
R-Type Delta,PS,Irem Software Engineering,Shooter,1998.0,0.01,0.01,0.0,0.0
R-Type Final,PS2,Metro 3D,Shooter,2003.0,0.09,0.07,0.0,0.02
R-Type III: The Third Lightning,GBA,Zoo Digital Publishing,Shooter,2004.0,0.02,0.01,0.0,0.0
R-Types,PS,Virgin Interactive,Shooter,1998.0,0.04,0.02,0.0,0.0
R.B.I. Baseball 2016,XOne,MLB.com,Sports,2016.0,0.04,0.0,0.0,0.0
R.C. Pro-Am,NES,Nintendo,Racing,1988.0,1.47,0.38,0.19,0.1
R.U.S.E.,PC,Ubisoft,Strategy,2010.0,0.04,0.19,0.0,0.05
R/C Stunt Copter,PS,Interplay,Simulation,1998.0,0.04,0.03,0.0,0.01
R: Racing Evolution,PS2,Namco Bandai Games,Racing,2003.0,0.14,0.11,0.0,0.04
R: Racing Evolution,XB,Namco Bandai Games,Racing,2003.0,0.06,0.02,0.0,0.0
R: Racing Evolution,GC,Namco Bandai Games,Racing,2003.0,0.06,0.02,0.0,0.0
RACE On,PC,bitComposer Games,Racing,2009.0,0.0,0.03,0.0,0.01
RC Revenge Pro,PS2,Acclaim Entertainment,Racing,2000.0,0.08,0.06,0.0,0.02
RIFT,PC,Unknown,Role-Playing,2011.0,0.44,0.16,0.0,0.07
RLH: Run Like Hell,PS2,Virgin Interactive,Shooter,2002.0,0.05,0.04,0.0,0.01
RLH: Run Like Hell,XB,Avalon Interactive,Shooter,2003.0,0.03,0.01,0.0,0.0
RPG Maker 3,PS2,Enterbrain,Role-Playing,2004.0,0.03,0.02,0.0,0.01
RPG Maker II,PS2,Enterbrain,Role-Playing,2002.0,0.06,0.05,0.0,0.02
RPG Tsukuru 2,SNES,ASCII Entertainment,Role-Playing,1996.0,0.0,0.0,0.31,0.0
RPG Tsukuru DS,DS,Enterbrain,Role-Playing,2010.0,0.0,0.0,0.05,0.0
RR64: Ridge Racer 64,N64,Nintendo,Racing,1999.0,0.32,0.07,0.0,0.0
RTX Red Rock,PS2,LucasArts,Shooter,2003.0,0.04,0.03,0.0,0.01
Rabbids Go Home,Wii,Ubisoft,Platform,2009.0,0.26,0.75,0.0,0.14
Rabbids Go Home,DS,Ubisoft,Platform,2009.0,0.35,0.3,0.0,0.07
Rabbids Invasion: The Interactive TV Show,PS4,Ubisoft,Misc,2014.0,0.0,0.01,0.0,0.0
Rabbids Invasion: The Interactive TV Show,XOne,Ubisoft,Misc,2014.0,0.0,0.01,0.0,0.0
Rabbids Land,WiiU,Ubisoft,Misc,2012.0,0.02,0.01,0.0,0.0
Rabbids Party Collection,Wii,Ubisoft,Misc,2010.0,0.0,0.16,0.0,0.02
Rabbids: Alive & Kicking,X360,Ubisoft,Misc,2011.0,0.15,0.12,0.0,0.03
Race Driver 2006,PSP,Codemasters,Racing,2006.0,0.03,0.0,0.0,0.0
Race Driver: Create & Race,DS,Codemasters,Racing,2007.0,0.01,0.0,0.0,0.0
Race Pro,X360,Atari,Racing,2009.0,0.06,0.09,0.0,0.02
Racing Gears Advance,GBA,Zoo Digital Publishing,Racing,2004.0,0.04,0.02,0.0,0.0
Racing Lagoon,PS,Square,Racing,1999.0,0.0,0.0,0.15,0.01
Racquet Sports,Wii,Ubisoft,Sports,2010.0,0.14,0.09,0.0,0.02
Racquet Sports,PS3,Ubisoft,Sports,2010.0,0.11,0.17,0.0,0.06
Rad Racer,NES,Nintendo,Racing,1986.0,1.13,0.37,0.41,0.05
Radiant Historia,DS,Atlus,Role-Playing,2010.0,0.24,0.0,0.09,0.02
Radiant Silvergun,SAT,ESP,Shooter,1998.0,0.0,0.0,0.03,0.0
Radiata Stories,PS2,Square Enix,Role-Playing,2005.0,0.18,0.14,0.29,0.05
Rage,PC,Bethesda Softworks,Shooter,2011.0,0.14,0.18,0.0,0.06
Ragnarok DS,DS,GungHo,Role-Playing,2008.0,0.1,0.0,0.11,0.01
Ragnarok Odyssey,PS3,GungHo,Role-Playing,2014.0,0.03,0.01,0.0,0.01
Ragnarok: Hikari to Yami no Koujo,PSP,GungHo,Role-Playing,2011.0,0.02,0.0,0.05,0.0
Raiden Fighters Aces,X360,Valcon Games,Shooter,2008.0,0.06,0.03,0.0,0.01
Raiden IV,X360,Moss,Shooter,2008.0,0.1,0.0,0.01,0.01
Raiders of the Lost Ark,2600,Atari,Action,1981.0,0.46,0.03,0.0,0.01
Rail Simulator,PC,Electronic Arts,Simulation,2007.0,0.0,0.01,0.0,0.0
Railfan,PS3,Ongakukan,Simulation,2006.0,0.0,0.0,0.01,0.0
Railroad Tycoon 3,PC,Gathering of Developers,Strategy,2003.0,0.0,0.03,0.0,0.01
Railroad Tycoon II,PS,PopTop Software,Strategy,1999.0,0.06,0.04,0.0,0.01
Rain (2013),PS3,Sony Computer Entertainment,Adventure,2013.0,0.0,0.0,0.05,0.0
Rainbow Islands Revolution,DS,Rising Star Games,Platform,2005.0,0.01,0.0,0.0,0.0
Rainbow Islands: Revolution,PSP,Rising Star Games,Action,2005.0,0.01,0.0,0.0,0.0
Rakushou! Pachi-Slot Sengen 4,PS2,Tecmo Koei,Misc,2006.0,0.0,0.0,0.01,0.0
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,Tecmo Koei,Misc,2007.0,0.0,0.0,0.03,0.0
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Tecmo Koei,Misc,2009.0,0.0,0.0,0.01,0.0
RalliSport Challenge,XB,Microsoft Game Studios,Racing,2002.0,0.39,0.16,0.0,0.02
